27;Acties Joint Promotions gesloten e-tickets;2025-01-04;17:00:00;104.00000
28;Entree Groepen WILDLANDS;2025-01-04;17:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-04;17:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;17:00:00;588.00000
39;WILDnights e-tickets;2025-01-04;17:00:00;313.00000
42;WILDnights;2025-01-04;17:00:00;164.00000
6;Accommodatiehouder e-tickets;2025-01-04;18:00:00;2.00000
22;Acties Joint Promotions Open e-tickets;2025-01-04;18:00:00;30.00000
23;Inkoop E-tickets;2025-01-04;18:00:00;2.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-04;18:00:00;48.00000
28;Entree Groepen WILDLANDS;2025-01-04;18:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-04;18:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;18:00:00;519.00000
39;WILDnights e-tickets;2025-01-04;18:00:00;128.00000
42;WILDnights;2025-01-04;18:00:00;106.00000
5;Gratis;2025-01-04;19:00:00;113.00000
19;Acties E-Ticket;2025-01-04;19:00:00;3.00000
22;Acties Joint Promotions Open e-tickets;2025-01-04;19:00:00;10.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-04;19:00:00;14.00000
29;Abonnement WILDLANDS;2025-01-04;19:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;19:00:00;155.00000
39;WILDnights e-tickets;2025-01-04;19:00:00;41.00000
42;WILDnights;2025-01-04;19:00:00;33.00000
29;Abonnement WILDLANDS;2025-01-04;20:00:00;13.00000
29;Abonnement WILDLANDS;2025-01-05;10:00:00;1.00000
1;Vol betalend;2025-01-05;11:00:00;11.00000
5;Gratis;2025-01-05;11:00:00;3.00000
6;Accommodatiehouder e-tickets;2025-01-05;11:00:00;6.00000
10;Acties Joint Promotions Overig;2025-01-05;11:00:00;3.00000
11;Vol betalend E-Ticket;2025-01-05;11:00:00;32.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;11:00:00;7.00000
23;Inkoop E-tickets;2025-01-05;11:00:00;4.00000
24;Gratis E-Tickets;2025-01-05;11:00:00;4.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;11:00:00;30.00000
28;Entree Groepen WILDLANDS;2025-01-05;11:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-05;11:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;11:00:00;81.00000
31;Acties Joint Promotions open Overig;2025-01-05;11:00:00;5.00000
1;Vol betalend;2025-01-05;12:00:00;14.00000
10;Acties Joint Promotions Overig;2025-01-05;12:00:00;3.00000
11;Vol betalend E-Ticket;2025-01-05;12:00:00;12.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;12:00:00;4.00000
23;Inkoop E-tickets;2025-01-05;12:00:00;2.00000
24;Gratis E-Tickets;2025-01-05;12:00:00;1.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;12:00:00;8.00000
29;Abonnement WILDLANDS;2025-01-05;12:00:00;52.00000
31;Acties Joint Promotions open Overig;2025-01-05;12:00:00;3.00000
32;Acties Joint Promotions gesloten Overig;2025-01-05;12:00:00;2.00000
5;Gratis;2025-01-05;13:00:00;29.00000
6;Accommodatiehouder e-tickets;2025-01-05;13:00:00;4.00000
10;Acties Joint Promotions Overig;2025-01-05;13:00:00;2.00000
11;Vol betalend E-Ticket;2025-01-05;13:00:00;9.00000
23;Inkoop E-tickets;2025-01-05;13:00:00;8.00000
24;Gratis E-Tickets;2025-01-05;13:00:00;1.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;13:00:00;4.00000
29;Abonnement WILDLANDS;2025-01-05;13:00:00;95.00000
1;Vol betalend;2025-01-05;14:00:00;6.00000
10;Acties Joint Promotions Overig;2025-01-05;14:00:00;2.00000
11;Vol betalend E-Ticket;2025-01-05;14:00:00;4.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;14:00:00;8.00000
29;Abonnement WILDLANDS;2025-01-05;14:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;14:00:00;62.00000
11;Vol betalend E-Ticket;2025-01-05;15:00:00;1.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;15:00:00;6.00000
24;Gratis E-Tickets;2025-01-05;15:00:00;3.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;15:00:00;2.00000
29;Abonnement WILDLANDS;2025-01-05;15:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;15:00:00;83.00000
39;WILDnights e-tickets;2025-01-05;15:00:00;19.00000
42;WILDnights;2025-01-05;15:00:00;9.00000
11;Vol betalend E-Ticket;2025-01-05;16:00:00;2.00000
19;Acties E-Ticket;2025-01-05;16:00:00;2.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;16:00:00;42.00000
23;Inkoop E-tickets;2025-01-05;16:00:00;2.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;16:00:00;18.00000
29;Abonnement WILDLANDS;2025-01-05;16:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;16:00:00;125.00000
39;WILDnights e-tickets;2025-01-05;16:00:00;229.00000
42;WILDnights;2025-01-05;16:00:00;34.00000
5;Gratis;2025-01-05;17:00:00;32.00000
11;Vol betalend E-Ticket;2025-01-05;17:00:00;2.00000
19;Acties E-Ticket;2025-01-05;17:00:00;5.00000
22;Acties Joint Promotions Open e-tickets;2025-01-05;17:00:00;17.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-05;17:00:00;17.00000
29;Abonnement WILDLANDS;2025-01-05;17:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-05;17:00:00;131.00000
39;WILDnights e-tickets;2025-01-05;17:00:00;86.00000
